Rank,Extension_ID,Total_Risk_Score,Risk_Level,Permission_Risk,Host_Risk,User_Factor,Rating_Factor,User_Count,Rating,Review_Count,Host_Permissions_Count,Risky_Permissions_Count,Additional_Flags
4833,ngieflgmlibohglcaenbliadkbocfogk,53.5,Critical,9,44,0.5,0.0,1000,4.875,32,6,3,Externally Connectable; Content Scripts; Web Accessible Resources
4834,eagfdmmhaimjejdoacaldgfemdcjemde,53.5,Critical,22,30,0.5,1.0,2000,4.333333333333333,6,6,4,Content Scripts
4835,npemaplljomobgpkgdcndloholejokkl,53.5,Critical,41,12,0.5,0.0,2000,5.0,11,2,7,Externally Connectable; Content Scripts
4836,edkhpdceeinkcacjdgebjehipmnbomce,53.5,Critical,45,8,0.5,0.0,9000,3.75,12,1,8,Content Scripts
4837,mbffmikhmagljbpojlampkojpbabdbbo,53.5,Critical,17,36,1.0,-0.5,20000,3.956140350877193,114,9,6,Content Scripts; Web Accessible Resources
4838,lmpgnbapicpingbgpbppedglgcfibglj,53.5,Critical,32,20,0.5,1.0,3000,4.714285714285714,7,2,5,Externally Connectable; Content Scripts; Web Accessible Resources
4839,adeogdcibcngnkofabmpicgohlpcopmg,53.5,Critical,28,24,0.5,1.0,6000,2.3636363636363638,11,4,6,Externally Connectable
4840,medeknkggnkeffoahbphecmjoakbpiab,53.5,Critical,42,10,0.5,1.0,6000,1.2676167854315123,1263,1,8,Content Scripts; Web Accessible Resources
4841,nbmmhcmajjdfjobnmgnkbdhfpnbhpkef,53.5,Critical,43,10,0.5,0.0,3000,4.566666666666666,60,1,9,Content Scripts; Web Accessible Resources
4842,coinegbkpholhpicoglgamehmcogoagj,53.5,Critical,52,0,0.5,1.0,1000,5.0,1,0,10,Content Scripts
4843,bkkbcggnhapdmkeljlodobbkopceiche,53.5,Critical,43,10,2.0,-1.5,2000000,4.764410595863528,81277,1,9,Externally Connectable; Content Scripts; Web Accessible Resources
4844,akknpgblpchaoebdoiojonnahhnfgnem,53.5,Critical,43,10,1.0,-0.5,80000,4.457943925233645,107,1,7,
4845,jiihcciniecimeajcniapbngjjbonjan,53.5,Critical,43,10,1.5,-1.0,400000,4.25933908045977,1392,1,9,Externally Connectable; Content Scripts; Web Accessible Resources
4846,okjdbeegldeilceaflghgfdemobmfhbd,53.5,Critical,42,10,1.5,0.0,200000,3.769230769230769,13,1,9,Web Accessible Resources
4847,ejhpmpgfaoiecijmggjldlmjligknbnb,53.5,Critical,23,30,0.5,0.0,1000,4.636363636363637,11,4,5,Content Scripts; Web Accessible Resources
4848,bcennaiejdjpomgmmohhpgnjlmpcjmbg,53.5,Critical,32,22,1.0,-1.5,50000,4.6279749478079335,4790,3,6,Content Scripts
4849,clmkmffdbohhicjlhkcdghlgflpoabfj,53.5,Critical,22,30,0.5,1.0,3000,5.0,0,3,4,Externally Connectable; Content Scripts; Web Accessible Resources
4850,ifbiiojnbgljbjffmacihhdkeomdkifc,53.5,Critical,33,20,0.5,0.0,1000,4.88,25,2,7,Content Scripts; Web Accessible Resources
4851,edhldpamlnkpekapihiolppcdppgeice,53.5,Critical,9,44,0.5,0.0,4000,4.868421052631579,38,10,2,Content Scripts; Web Accessible Resources
4852,ljflmlehinmoeknoonhibbjpldiijjmm,53.5,Critical,31,22,2.0,-1.5,1000000,4.568691811888279,16756,4,8,Externally Connectable; Content Scripts; Web Accessible Resources
4853,lpokgpfnhcfhkbndpdkepcoddnmheapp,53.5,Critical,26,26,0.5,1.0,1000,5.0,3,13,5,Content Scripts; Web Accessible Resources
4854,mpfenjafnlicmamjnpoohobgpmldkpoj,53.5,Critical,33,20,0.5,0.0,6000,4.204545454545454,44,2,5,Content Scripts
4855,dgbcohbjchndmjocioegkgdniaffcaia,53.5,Critical,32,20,1.0,0.5,10000,2.8260869565217392,23,2,6,Content Scripts; Web Accessible Resources
4856,nibcpadmgplbioagpknbbeabnidndcic,53.5,Critical,32,20,0.5,1.0,3000,5.0,0,2,7,Content Scripts; Web Accessible Resources
4857,jgnmjneeijibhhcocpgndoigpbmilkof,53.5,Critical,42,10,0.5,1.0,1000,3.6666666666666665,3,1,6,Content Scripts; Web Accessible Resources
4858,abkfbakhjpmblaafnpgjppbmioombali,53.5,Critical,43,10,1.0,-0.5,10000,3.8737864077669903,103,1,10,Externally Connectable; Content Scripts; Web Accessible Resources
4859,kgmbjoakninmbejgngppphhlbcjelcif,53.5,Critical,25,28,0.5,0.0,4000,5.0,55,14,6,Externally Connectable; Content Scripts; Web Accessible Resources
4860,mooikfkahbdckldjjndioackbalphokd,53.5,Critical,52,0,1.5,0.0,800000,3.458041958041958,286,0,8,Externally Connectable; Content Scripts; Web Accessible Resources
4861,cmndjbecilbocjfkibfbifhngkdmjgog,53.5,Critical,44,10,1.0,-1.5,90000,4.751356407857811,5345,1,8,Content Scripts; Web Accessible Resources
4862,ninkobkbpfmfemolepdagihmfmbpbino,53.5,Critical,32,20,0.5,1.0,8000,5.0,0,2,6,Content Scripts; Web Accessible Resources
4863,aklkmkchojnnjbmggchdeagdgcflfhnc,53.5,Critical,31,22,0.5,0.0,1000,4.407407407407407,54,3,4,Content Scripts; Web Accessible Resources
4864,ffjncjpkoanpjjmcdonkhfammlhfapll,53.5,Critical,27,26,0.5,0.0,2000,4.8,10,3,5,Content Scripts; Web Accessible Resources
4865,igbgpehnbmhgdgjbhkkpedommgmfbeao,53.5,Critical,51,0,1.5,1.0,100000,1.29,100,0,8,Content Scripts
4866,onkfhapdikdljooblkaigahglmnpaplk,53.5,Critical,24,28,0.5,1.0,1000,5.0,9,5,5,Content Scripts; Web Accessible Resources
4867,fiaakhiohminpblhmlihfcdhclmphjcd,53.5,Critical,29,24,1.0,-0.5,10000,4.723809523809524,105,3,5,
4868,jhigofkbdbndeooldpdhmphldaglejlh,53.5,Critical,42,10,1.5,0.0,200000,4.315789473684211,19,1,9,Web Accessible Resources
4869,klnifncpfkikkhibhecjdmfjoibmlgpa,53.0,Critical,30,22,0.0,1.0,9,5.0,0,3,6,Externally Connectable
4870,eenpdhnflnladdmaapfmihdbgifaiehf,53.0,Critical,42,10,0.0,1.0,33,3.0,2,1,8,Externally Connectable; Content Scripts; Web Accessible Resources
4871,npkkdgmdolhlficaengdbminmhnfcgga,53.0,Critical,42,10,0.0,1.0,375,5.0,2,1,8,Content Scripts; Web Accessible Resources
4872,ekijmlblnngebdaeofaoabpnkeconbln,53.0,Critical,32,20,0.0,1.0,7,5.0,1,2,6,Content Scripts; Web Accessible Resources
4873,hdjhpcfhojiiandemanoolkpnfbnpean,53.0,Critical,26,26,0.0,1.0,566,5.0,0,3,6,Content Scripts
4874,cfaglmggimoleoclaghmmboppofffdda,53.0,Critical,12,40,1.0,0.0,50000,3.9393939393939394,66,5,3,Content Scripts
4875,dogilkjjombkeheebolngkglnajaamnm,53.0,Critical,22,30,0.0,1.0,10,5.0,0,3,4,Content Scripts; Web Accessible Resources
4876,nbgdlpbcbcildnfaopdoddmbdggnohlf,53.0,Critical,5,48,0.0,0.0,753,3.0,16,6,2,Content Scripts; Web Accessible Resources
4877,oihnoeppflejjhoncibgefbmgbbffbpe,53.0,Critical,22,30,0.0,1.0,9,5.0,1,3,4,Content Scripts
4878,lcfbeabhnmbnecaeljidhmgcccgldnhg,53.0,Critical,20,32,0.0,1.0,18,5.0,2,4,3,
4879,cbgcnknaeooekaddpjnahigdjlpggfoj,53.0,Critical,40,12,0.0,1.0,376,4.6,5,2,8,Externally Connectable; Content Scripts
4880,nafmoflpcgnbdaibgbgjinhabpnldnnk,53.0,Critical,20,32,0.0,1.0,10,5.0,0,4,5,Web Accessible Resources
4881,jglmompgeddkbcdamdknmebaimldkkbl,53.0,Critical,53,0,0.0,0.0,895,4.833333333333333,24,0,10,Content Scripts; Web Accessible Resources
4882,libhaggbamofjneipmnbhhfhkcdaanmh,53.0,Critical,42,10,0.0,1.0,392,3.0,2,1,7,
4883,jjnfhbcilcppomkcmkbbmcadoihkkgah,53.0,Critical,42,10,1.5,-0.5,200000,4.570247933884297,121,1,9,Web Accessible Resources
4884,pcmafklmeafeodgkklcoidiledfeicha,53.0,Critical,41,12,0.0,0.0,157,4.62962962962963,27,2,6,Content Scripts
4885,bpfbcbgognjimbmabiiphhofpgdcgbgc,53.0,Critical,21,32,0.5,-0.5,2000,4.857142857142857,182,4,4,Content Scripts; Web Accessible Resources
4886,hmmiehcnhjilnnbjkeahekphaepglemf,53.0,Critical,32,20,0.0,1.0,35,5.0,1,2,6,Content Scripts; Web Accessible Resources
4887,nndfkaimacjhbkelkhhgconeapejneok,53.0,Critical,22,30,0.0,1.0,10,5.0,0,3,4,Web Accessible Resources
4888,elhnlgdkifbhhgiplhafnhoiapdhbkbg,53.0,Critical,28,24,0.0,1.0,6,5.0,1,3,5,Content Scripts
4889,najiannhbfegmjhgkgikhpdefhnfdbmc,53.0,Critical,28,24,0.0,1.0,339,5.0,7,3,5,Content Scripts; Web Accessible Resources
4890,bjibimlhliikdlklncdgkpdmgkpieplj,53.0,Critical,42,10,1.0,0.0,60000,3.090909090909091,55,1,9,Externally Connectable; Content Scripts; Web Accessible Resources
4891,difogamnnbgmpgojaeoakjpkjelngaph,53.0,Critical,32,20,0.0,1.0,9,5.0,0,2,9,Content Scripts
4892,lagngoaojhlfacaojajjoiggfpfhpkkj,53.0,Critical,28,24,0.0,1.0,1,5.0,0,6,6,Externally Connectable; Content Scripts
4893,oodeeahncbhaoblnmlidbhfgnfakelif,53.0,Critical,44,8,0.0,1.0,17,4.857142857142857,7,1,9,Content Scripts; Web Accessible Resources
4894,gjakadhfoghnehdaomkkilfkobajebfe,53.0,Critical,36,16,0.0,1.0,5,5.0,0,6,6,Content Scripts
4895,mcfpmkldphafpbmiegckbakejeppnomi,53.0,Critical,28,24,0.0,1.0,52,5.0,3,3,6,Externally Connectable; Content Scripts; Web Accessible Resources
4896,bkjlomkfnmhpiajmijbcokmaooinjioj,53.0,Critical,10,42,0.0,1.0,15,5.0,0,11,2,Content Scripts; Web Accessible Resources
4897,lgjbikcgndafihamhfilaphnbhconkjb,53.0,Critical,12,40,0.0,1.0,85,5.0,0,6,2,Content Scripts; Web Accessible Resources
4898,cpcploncnlbnoldolcgbflmcpmphpadc,53.0,Critical,32,20,0.0,1.0,7,5.0,1,2,5,Content Scripts; Web Accessible Resources
4899,eejiciddgbndipimcblbaefniedednnl,53.0,Critical,24,28,0.0,1.0,14,5.0,3,5,4,Content Scripts; Web Accessible Resources
4900,plcbjgieaambgedikohlhidpodkhkfnj,53.0,Critical,38,14,0.0,1.0,19,5.0,0,2,7,Content Scripts; Web Accessible Resources
4901,hjicaakchpgpemgcjjomkpjdciddegfp,53.0,Critical,28,24,0.0,1.0,2,5.0,0,3,5,Content Scripts; Web Accessible Resources
4902,janbjdakpkfioianlbgpkliahfplnfnb,53.0,Critical,12,40,0.0,1.0,0,5.0,0,7,7,
4903,eiflpppdaikieggdeojonknijogibjhh,53.0,Critical,24,28,0.0,1.0,82,5.0,2,6,5,Externally Connectable; Content Scripts; Web Accessible Resources
4904,pjjladfifbaokjdckiedipnkaemnjffa,53.0,Critical,28,24,0.0,1.0,262,3.0,2,3,5,Content Scripts; Web Accessible Resources
4905,lalffefmokfolfohddcmjopfamcahnad,53.0,Critical,16,36,0.0,1.0,0,3.0,2,9,4,Content Scripts; Web Accessible Resources
4906,pdlkkmdnpkmgilgfenkjlmcamigelfmb,53.0,Critical,31,22,0.0,0.0,488,4.833333333333333,12,3,5,Content Scripts; Web Accessible Resources
4907,cledombdgacmpceceadogfpacbhfehlf,53.0,Critical,12,40,1.0,0.0,20000,4.666666666666667,33,5,2,
4908,mneimgababoaidaajoibedahomnpmbja,53.0,Critical,28,24,0.0,1.0,903,4.75,4,3,4,Content Scripts; Web Accessible Resources
4909,mangkcjbeinidifakjpbbjlkipleldoj,53.0,Critical,34,18,0.0,1.0,148,5.0,1,3,5,Externally Connectable; Content Scripts; Web Accessible Resources
4910,hdemabfejemmmicoabglpocdmmkjphpo,53.0,Critical,42,10,1.0,0.0,30000,4.0519480519480515,77,1,6,Externally Connectable; Content Scripts
4911,ambhhbedoepimihnpfkgjdblggkaefpn,53.0,Critical,48,4,0.0,1.0,17,5.0,0,1,10,Externally Connectable; Content Scripts; Web Accessible Resources
4912,pbdecdaahehkfajlbeinaidkcdnekhal,53.0,Critical,42,10,0.0,1.0,1,5.0,0,1,8,Content Scripts; Web Accessible Resources
4913,gmflieilmcgbdepadibceklnjbjimpof,53.0,Critical,33,20,0.0,0.0,933,4.32,25,3,7,Content Scripts; Web Accessible Resources
4914,ncnncaphmnnoijadnoigbeenehkimffp,53.0,Critical,28,24,0.0,1.0,96,5.0,0,3,5,Content Scripts; Web Accessible Resources
4915,cpaibbcbodhimfnjnakiidgbpiehfgci,53.0,Critical,33,20,1.5,-1.5,700000,4.6907437807804016,15838,2,7,Content Scripts; Web Accessible Resources
4916,kedhgaefcnddkbecenjepokjimhmablk,53.0,Critical,20,32,0.0,1.0,7,5.0,0,4,3,Externally Connectable; Content Scripts; Web Accessible Resources
4917,aohohljhdaoocopkonnibfchooglcjmj,53.0,Critical,52,0,0.0,1.0,122,5.0,0,0,9,Content Scripts; Web Accessible Resources
4918,lldceenhbpigigpcamoakklnpiofcpfb,53.0,Critical,24,28,0.0,1.0,651,3.0,4,4,4,Content Scripts; Web Accessible Resources
4919,giolfdhelhkknfnplanblpbjeaiojikm,53.0,Critical,45,8,0.0,0.0,414,3.8,15,2,7,Content Scripts; Web Accessible Resources
4920,jcdheojflbakgpllgipljegddpfaofec,53.0,Critical,31,20,1.0,1.0,10000,5.0,7,2,7,Content Scripts; Web Accessible Resources
4921,iiibpbconmjdhclohejamgnmmclhnafn,53.0,Critical,28,24,0.0,1.0,4,5.0,0,6,6,Externally Connectable; Content Scripts; Web Accessible Resources
4922,gbhgcnlmebkfghhfchlgoagndjmlembd,53.0,Critical,8,44,0.0,1.0,110,3.6666666666666665,6,5,1,Content Scripts
4923,abgjpepieogahafpballpkjcolgkgafh,53.0,Critical,22,30,0.0,1.0,5,5.0,1,3,3,Content Scripts; Web Accessible Resources
4924,acfiidfflepfnmbedjopglngghgkhfnp,53.0,Critical,44,8,0.0,1.0,1,5.0,0,3,7,Externally Connectable; Content Scripts
4925,hjnaoljdekigoeflbdplhhgjjmminjoi,53.0,Critical,36,16,0.0,1.0,181,5.0,0,3,6,Content Scripts; Web Accessible Resources
4926,godpapanpeklnnpbjadfniinfdkpkgpd,53.0,Critical,36,16,0.0,1.0,18,5.0,0,2,6,Content Scripts
4927,aglkcdaaabjjkbleadnbfedglaccomkm,53.0,Critical,22,30,0.0,1.0,19,5.0,2,3,4,Content Scripts; Web Accessible Resources
4928,llobhiaihifghfpkflpmnocdhimpkobf,53.0,Critical,20,32,0.0,1.0,276,5.0,3,4,3,Web Accessible Resources
4929,lkohpiaepailfdoicmdiiigeboheamji,53.0,Critical,20,32,0.0,1.0,21,5.0,0,4,3,
4930,igljibplfgkghaglhncijpofphcijbcp,53.0,Critical,20,32,0.0,1.0,18,4.8,5,4,3,
4931,engamdimlkbnelhmdmlpcdpgdopkdaij,53.0,Critical,14,38,0.0,1.0,73,5.0,0,4,2,Content Scripts
4932,iobjoojnnfjhlfmihckakpcgljgpmnih,53.0,Critical,28,24,1.5,-0.5,300000,3.9634146341463414,492,3,5,Content Scripts; Web Accessible Resources
4933,ahoojfimakdgphmpnmkkajpcmmaphhao,53.0,Critical,49,4,0.0,0.0,732,5.0,15,1,7,Content Scripts; Web Accessible Resources
4934,ajhdfahfodoahhledjnakooloncfphdf,53.0,Critical,32,20,0.0,1.0,21,5.0,0,3,5,Externally Connectable; Content Scripts; Web Accessible Resources
4935,gpmcdaocjaodfgpniloimojpldldihfn,53.0,Critical,25,28,0.0,0.0,238,5.0,14,4,4,Content Scripts; Web Accessible Resources
4936,ngomcidckpleooiajajnhdfcoapjgfbb,53.0,Critical,44,8,0.0,1.0,10,5.0,0,2,8,Web Accessible Resources
4937,pbanhockgagggenencehbnadejlgchfc,53.0,Critical,43,10,1.5,-1.5,300000,4.864994026284349,2511,1,8,Externally Connectable; Content Scripts; Web Accessible Resources
4938,dchhcpcppkgonkhpgajbgempdofniibj,53.0,Critical,52,0,0.0,1.0,881,5.0,0,0,10,Content Scripts
4939,mpbhhekcmjlmcoldpgmfdfhphkleeach,53.0,Critical,42,10,0.0,1.0,25,5.0,0,1,8,Content Scripts; Web Accessible Resources
4940,lkmdjjpmadinjmmadmdhdgpnjdbndbaa,53.0,Critical,9,44,0.0,0.0,556,5.0,23,6,3,Externally Connectable; Content Scripts; Web Accessible Resources
4941,oagkbgolfdnkknkjomnggnhmnlfmgdod,53.0,Critical,33,20,0.0,0.0,879,4.7894736842105265,19,2,5,Content Scripts; Web Accessible Resources
4942,kfnjkflkjoeifhpegjodgjoignneikil,53.0,Critical,22,30,0.0,1.0,8,5.0,0,3,5,Externally Connectable; Content Scripts; Web Accessible Resources
4943,akhckkpbjonlaacapohphmdfoikibkbg,53.0,Critical,29,24,0.0,0.0,468,4.2,10,3,5,Content Scripts; Web Accessible Resources
4944,enelkoclmifjdknkhngakcopgkolibhj,53.0,Critical,42,10,0.0,1.0,176,5.0,3,1,7,Web Accessible Resources
4945,kehgpkpcnciipkmemljdgippdolecnee,53.0,Critical,28,24,0.0,1.0,58,4.333333333333333,6,3,5,Content Scripts; Web Accessible Resources
4946,lbllgdfomfampnielpljmldechklopbf,53.0,Critical,34,18,0.0,1.0,6,5.0,0,3,5,Content Scripts; Web Accessible Resources
4947,dboghcepdhnnnfackmlindfimpfbcnhd,53.0,Critical,22,30,0.0,1.0,351,5.0,5,3,4,Externally Connectable; Content Scripts; Web Accessible Resources
4948,olamlpaalmcedplpnfeiaklnjadpekeo,53.0,Critical,36,16,0.0,1.0,32,5.0,4,4,7,Content Scripts; Web Accessible Resources
4949,iplfibchfgfkoakangdejiogheoheaip,53.0,Critical,32,20,1.0,0.0,10000,4.705882352941177,17,4,6,Content Scripts
4950,ocgpenflpmgnfapjedencafcfakcekcd,53.0,Critical,32,20,1.5,-0.5,100000,4.265486725663717,339,2,6,
4951,mjfahldkpjhcnfbbmdhpjolcjpcfhcpj,53.0,Critical,29,24,0.5,-0.5,4000,4.0,104,3,5,Content Scripts; Web Accessible Resources
4952,binkonkoddicjfkccnifkfgeacecbgde,53.0,Critical,28,24,0.0,1.0,23,3.0,2,3,5,
4953,eenccaggaogcnojclnacadlcidepjgek,53.0,Critical,0,52,0.0,1.0,9,5.0,0,7,0,Content Scripts
4954,bbpbefhjibmlhnejbdgfjeckmglgcadp,53.0,Critical,32,20,0.0,1.0,85,5.0,0,2,6,Content Scripts
4955,gnhopbckidbokdfnjplchlnjdnaihkkj,53.0,Critical,24,28,0.0,1.0,4,5.0,1,4,5,
4956,oapnkjdekpglbnnlpjplbpcjchibnejh,53.0,Critical,16,36,0.0,1.0,86,5.0,0,5,3,Content Scripts; Web Accessible Resources
4957,oggdogpgipmbckeagddbendbnnhalbdc,53.0,Critical,42,10,0.0,1.0,17,3.7142857142857144,7,1,7,Externally Connectable; Web Accessible Resources
4958,aejoelaoggembcahagimdiliamlcdmfm,53.0,Critical,33,20,1.5,-1.5,600000,4.758360810174282,4246,2,7,Content Scripts; Web Accessible Resources
4959,lofomkfpahkabmmocnnbmaaeooolmnlf,53.0,Critical,42,10,0.0,1.0,538,5.0,0,1,6,Web Accessible Resources
4960,madomnagdelpfoicchmbgeakhbkdkmgh,53.0,Critical,20,32,0.0,1.0,198,5.0,1,4,5,Content Scripts; Web Accessible Resources
4961,jegjalbcgjnlhdnffjcljgpmjmmdined,53.0,Critical,26,26,0.0,1.0,8,5.0,2,7,5,Content Scripts; Web Accessible Resources
4962,bnaaeaknilbkdaaiagejncgoecddgcde,53.0,Critical,28,24,0.0,1.0,5,5.0,1,3,5,Externally Connectable; Content Scripts; Web Accessible Resources
4963,jnilegaoodpdnbafepkfcfciihoacjcd,53.0,Critical,5,48,0.0,0.0,421,5.0,10,6,1,Content Scripts; Web Accessible Resources
4964,ncbpjfcanabbplobhfjaidedlpmefabc,53.0,Critical,44,8,0.0,1.0,162,4.75,4,2,7,Content Scripts; Web Accessible Resources
4965,hlohiajibfinpdgokhmadoelbipcebaa,53.0,Critical,20,32,0.0,1.0,106,5.0,2,4,4,Content Scripts
4966,gnnmpgibgchafbgmlabigjdkkndgooch,53.0,Critical,20,32,0.0,1.0,157,5.0,0,4,5,Web Accessible Resources
4967,coodnehmocjfaandkbeknihiagfccoid,53.0,Critical,40,12,0.0,1.0,265,5.0,7,2,7,Content Scripts; Web Accessible Resources
4968,kplijhhlkmnllpgloglgflilnojlfacn,53.0,Critical,42,10,0.0,1.0,4,5.0,0,1,8,Content Scripts
4969,eijfgedfkehblhdaiommcibimdgfgbop,53.0,Critical,42,10,0.0,1.0,481,5.0,0,1,7,Content Scripts; Web Accessible Resources
4970,enhnhpibeofnhkhcakhmlbmhplfjhnjd,53.0,Critical,26,26,1.0,0.0,10000,3.75,12,3,7,Content Scripts; Web Accessible Resources
4971,omamaabgchmhpogepbofjkiadbhnigaf,53.0,Critical,24,28,0.0,1.0,11,5.0,0,3,4,Web Accessible Resources
4972,ellbjnfhakennbepbfdcflmccgnghgmn,53.0,Critical,23,30,0.0,0.0,269,4.7,10,3,4,Externally Connectable; Content Scripts; Web Accessible Resources
4973,inmobnngfdpggibljkbcmaikphdhdhac,53.0,Critical,42,10,0.0,1.0,176,3.0,2,1,8,Externally Connectable; Content Scripts; Web Accessible Resources
4974,njlfmeadpflamgnkhmnigdjioneobkma,53.0,Critical,42,10,0.0,1.0,125,1.25,8,1,9,Content Scripts; Web Accessible Resources
4975,oboemiockcgekjobilpopcfpepdojbog,53.0,Critical,20,32,0.0,1.0,645,5.0,3,4,5,Content Scripts; Web Accessible Resources
4976,lenenjceohajnkampdkfnbjimimbgbmn,53.0,Critical,28,24,0.0,1.0,150,5.0,0,3,5,Content Scripts; Web Accessible Resources
4977,mkoekbgkjghgcpnakijkbhegpjmodmfo,53.0,Critical,22,30,0.0,1.0,4,5.0,0,3,4,
4978,ildmdkeebffjmbgengegnkcfgagjbhhi,53.0,Critical,28,24,0.0,1.0,719,4.2,5,3,4,Content Scripts
4979,bmakfigpeajegddeamfkmnambomhmnoh,53.0,Critical,16,36,0.0,1.0,28,5.0,1,5,3,Externally Connectable
4980,ealccodpccohlkhcpphlbbhdaphoaalo,53.0,Critical,26,26,0.0,1.0,182,5.0,4,3,7,Content Scripts; Web Accessible Resources
4981,afmlfldepapopjagipdjglobhdalkdgm,53.0,Critical,22,30,0.0,1.0,349,5.0,8,3,4,Content Scripts; Web Accessible Resources
4982,ofccfgfkgnifmniheldgdellaafkfbog,53.0,Critical,31,22,0.0,0.0,354,5.0,11,6,6,Web Accessible Resources
4983,ohndojpkopphmijlemjgnpbbpefpaang,53.0,Critical,52,0,1.0,0.0,10000,4.88,25,0,9,Content Scripts; Web Accessible Resources
4984,ebjmlnekkkncpjamglkkcmhpibpihhip,53.0,Critical,20,32,0.0,1.0,55,5.0,1,4,4,
4985,lbafoeilahodacglfbonhocleejmgdno,53.0,Critical,42,10,0.0,1.0,5,5.0,0,1,9,Externally Connectable; Content Scripts; Web Accessible Resources
4986,pgpmofldjfjmcoooopmhmkmjkpjcobgm,53.0,Critical,33,20,0.0,0.0,661,3.5833333333333335,12,2,5,Content Scripts; Web Accessible Resources
4987,flonikehholmjkialpomaddhgdehjbll,53.0,Critical,22,30,0.0,1.0,481,5.0,1,3,4,Externally Connectable; Content Scripts; Web Accessible Resources
4988,hjdieachknjhapnnplcepbjohmddkllh,53.0,Critical,26,26,0.0,1.0,182,4.2,5,3,7,Content Scripts; Web Accessible Resources
4989,lpnengmjpkjjbpabohboajionpalbbfb,53.0,Critical,34,18,0.0,1.0,5,5.0,0,3,5,Externally Connectable; Content Scripts; Web Accessible Resources
4990,afcffbcjfmgcmhfdhcbkigjcgkcdbfko,53.0,Critical,22,30,0.0,1.0,13,5.0,0,3,5,Externally Connectable; Content Scripts; Web Accessible Resources
4991,anebcnjpiakdhcnghhhndapcibdpgjcc,53.0,Critical,32,20,0.0,1.0,84,5.0,2,2,5,Content Scripts
4992,anclhhcfijfblomdopemedfaaildjhne,53.0,Critical,32,20,0.0,1.0,20,5.0,0,2,5,
4993,pmjeegjhjdlccodhacdgbgfagbpmccpe,53.0,Critical,36,16,1.5,-0.5,300000,3.6282722513089007,191,2,10,Externally Connectable; Content Scripts; Web Accessible Resources
4994,miigmhdkhafhimciejjcogbnlgjiacpe,53.0,Critical,36,16,0.0,1.0,341,5.0,4,2,6,Content Scripts
4995,kedpmebgolnmehhgnebjlcfcgocimkbg,53.0,Critical,32,20,0.0,1.0,159,3.6666666666666665,3,2,6,
4996,lkinepihoopcnfblhbbmnjeohihijcla,53.0,Critical,34,18,0.0,1.0,466,5.0,0,2,6,Content Scripts
4997,mlhimllheakianplccjmedmiabppmeaj,53.0,Critical,37,16,0.5,-0.5,2000,4.8924050632911396,158,4,7,Externally Connectable; Content Scripts; Web Accessible Resources
4998,ifojdkmbcldnibhgomkbdfnflfchkekd,53.0,Critical,36,16,0.0,1.0,46,5.0,5,2,6,Content Scripts; Web Accessible Resources
4999,ahlnecfloencbkpfnpljbojmjkfgnmdc,53.0,Critical,16,36,1.0,0.0,20000,4.357142857142857,14,7,3,
5000,olenolhfominlkfmlkolcahemogebpcj,53.0,Critical,43,10,1.5,-1.5,700000,4.829856281872972,2157,1,7,Content Scripts; Web Accessible Resources
5001,ndikjhgaonkjjgpjcnkdpddpjdkgpepo,53.0,Critical,22,30,0.0,1.0,10,5.0,0,8,4,Content Scripts
5002,meooamgihipncnkgjombejgmafjjaomk,53.0,Critical,34,18,0.0,1.0,44,4.666666666666667,3,2,8,Externally Connectable; Content Scripts; Web Accessible Resources
5003,piohkopmiebhgodfkcfcmjbmgkcnjnmf,53.0,Critical,32,20,1.0,0.0,40000,4.266666666666667,30,2,6,Content Scripts; Web Accessible Resources
5004,jhgcfeifedoieihpcoapkfmjbdhalpli,53.0,Critical,4,48,0.0,1.0,1,5.0,0,6,1,Content Scripts
5005,abbhgcpkfpkfidoglpdgoggmnnaeefpo,53.0,Critical,36,16,0.0,1.0,93,5.0,2,2,6,Content Scripts
5006,kjhpjjagphjnaobobionnaoklnafphop,53.0,Critical,22,30,0.0,1.0,12,5.0,1,3,4,Content Scripts; Web Accessible Resources
5007,bfcfecliacnakcbbbbplcdonkmogecmp,53.0,Critical,32,20,0.0,1.0,21,5.0,3,4,6,Content Scripts
5008,gdhbaoemgglcgmkidhnhcellgnehaeol,53.0,Critical,42,10,1.0,0.0,20000,4.951219512195122,41,2,8,Externally Connectable; Content Scripts; Web Accessible Resources
5009,epohlihnfmafoakjpbpbnejdebpapige,53.0,Critical,24,28,0.0,1.0,43,5.0,1,5,6,Content Scripts; Web Accessible Resources
5010,hacgnhdigfdgegfkljdgcaommilmkboi,53.0,Critical,12,40,0.0,1.0,0,5.0,0,10,3,Content Scripts; Web Accessible Resources
5011,kaibkgfibgoffomjemobnlojipabbbjd,53.0,Critical,42,10,1.5,-0.5,300000,4.043668122270742,229,1,6,Content Scripts; Web Accessible Resources
5012,hidpjhkjmdamccohpleedfjnhfmpefjm,53.0,Critical,24,28,0.0,1.0,26,5.0,1,6,4,Externally Connectable; Content Scripts; Web Accessible Resources
5013,cphcbgofajiapbibkodabplhibcppoad,53.0,Critical,32,20,0.0,1.0,234,5.0,0,2,6,Content Scripts
5014,gkapdnhblaempnjllpfkenifmkgbemjg,53.0,Critical,22,30,0.0,1.0,107,5.0,1,3,4,Externally Connectable; Content Scripts; Web Accessible Resources
